NCT_Number,Study_Title,Study_Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder_Type,Study_Type,Study_Design,Start_Date,Primary_Completion_Date,Completion_Date,First_Posted,Last_Update_Posted,Locations
NCT01252524,Effect of Calcium Polycarbophil on Type II Diabetes Mellitus Control: a Randomized Double-blind Study,COMPLETED,Diabetes Mellitus Type II,DRUG: Placebo|DRUG: Calcium polycarbophil,East Carolina University,,ALL,"ADULT, OLDER_ADULT",NA,48,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",2010-10,2011-04,2011-04,03-12-2010,03-09-2012,"East Carolina University Family Medicine Center, Greenville, North Carolina, 27834, United States"
NCT06498284,Evaluate HM-002-1005 in Subjects With Type 2 Diabetes Mellitus,COMPLETED,"Diabetes Mellitus, Type II",DRUG: HM-002-1005,Hua Medicine Limited,,ALL,"ADULT, OLDER_ADULT",PHASE1,40,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",25-04-2024,06-09-2024,06-09-2024,12-07-2024,03-04-2025,"Clinical Pharmacology of Miami, Hialeah, Florida, 33014, United States"
NCT02065674,"Therapeutic Efficacy of ""Abroma Agusta"" in HbA1c % in NIDDM",AVAILABLE,Type II Diabetes Mellitus,DRUG: Abroma Augusta Q (mother tincture),Fr Muller Homoeopathic Medical College,,ALL,"ADULT, OLDER_ADULT",,,OTHER,EXPANDED_ACCESS,,2014-02,2014-12,2014-12,19-02-2014,09-06-2015,",Father Muller Homoeopathic Medical College, Prasanth Nivas Ashram Nmpt Hospital, Mangalore, Karnataka, 575002, India"
NCT06645418,Relative Hand Grip Strength and Functional Fitness in Diabetic Patient in Egypt,COMPLETED,Type II Diabetes Mellitus,DIAGNOSTIC_TEST: relative Hand grip strength|DIAGNOSTIC_TEST: senior fitness test,Beni-Suef University,,ALL,OLDER_ADULT,NA,200,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: SCREENING,15-10-2023,05-10-2024,05-10-2024,16-10-2024,16-10-2024,"Kz hospital, Cairo, Elgharbia, 31611, Egypt|Kz Hospital, Cairo, Egypt"
NCT03258840,"EPA Supplementation on Vascular Inflammation, and Gene Expression of PON2 in Patients With Type II Diabetes Mellitus",COMPLETED,Diabetes Mellitus Type II,DIETARY_SUPPLEMENT: EPA Supplement|DIETARY_SUPPLEMENT: EPA Placebo,Tehran University of Medical Sciences,,ALL,ADULT,NA,36,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR) | Primary Purpose: TREATMENT",2013-01,2013-04,2014-08,23-08-2017,23-08-2017,"Tehran University of Medical Sciences (TUMS), School of Nutritional Sciences and Dietetics, Department of Cellular and Molecular Nutrition, Tehran, 1471613151, Iran"
NCT06851858,"Efficacy, Safety and Tolerability of AZD6234 in Participants Living With Overweight or Obesity With Type 2 Diabetes Who Are on a Stable Dose of GLP-1 Receptor Agonist",ACTIVE_NOT_RECRUITING,"Endocrinology|Diabetes, Type II|Obesity",DRUG: AZD6234|DRUG: Placebo to match,AstraZeneca,,ALL,"ADULT, OLDER_ADULT",PHASE2,69,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR) | Primary Purpose: TREATMENT",12-03-2025,27-05-2026,27-05-2026,28-02-2025,03-03-2026,"Research Site, Birmingham, Alabama, 35205, United States|Research Site, Mobile, Alabama, 36608, United States|Research Site, Doral, Florida, 33166, United States|Research Site, Jacksonville, Florida, 32216, United States|Research Site, Miami, Florida, 33135, United States|Research Site, Miami, Florida, 33136, United States|Research Site, Winter Park, Florida, 32789, United States|Research Site, Canton, Georgia, 30114, United States|Research Site, Fayetteville, Georgia, 30214, United States|Research Site, Chicago, Illinois, 60640, United States|Research Site, Oak Brook, Illinois, 60523, United States|Research Site, Newton, Kansas, 67114, United States|Research Site, Lexington, Kentucky, 40509, United States|Research Site, Kansas City, Missouri, 64114, United States|Research Site, Las Vegas, Nevada, 89119, United States|Research Site, Norman, Oklahoma, 73069, United States|Research Site, Knoxville, Tennessee, 37909, United States|Research Site, San Antonio, Texas, 78229, United States"
NCT00825383,Effect of Dietary Fiber on Glucose & Lipids in Non Insulin Dependent Diabetes Mellitus (NIDDM),COMPLETED,Non-Insulin-Dependent Diabetes Mellitus,OTHER: High Fiber and Moderate Fiber Diets,University of Texas Southwestern Medical Center,,ALL,"ADULT, OLDER_ADULT",NA,13,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1993-01,1995-12,1995-12,21-01-2009,21-06-2013,
NCT01020123,"Evaluate Efficacy, Safety and Tolerability of AZD1656 as Add-on Treatment to Metformin in Type 2 Diabetes Mellitus (TD2M) Patients",COMPLETED,Type II Diabetes Mellitus,DRUG: AZD1656|DRUG: Placebo|DRUG: Glipizide,AstraZeneca,,ALL,"ADULT, OLDER_ADULT",PHASE2,530,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",2009-10,2011-02,2011-02,25-11-2009,26-11-2012,"Research Site, Temuco, Araucania, Chile|Research Site, Brentwood, TN, Chile|Research Site, Santiago, Chile|Research Site, Temuco, Chile|Research Site, Dresden, Saxony, Germany|Research Site, Brentwood, TN, Germany|Research Site, Aschaffenburg, Germany|Research Site, Berlin, Germany|Research Site, Bochum, Germany|Research Site, Dortmund, Germany|Research Site, Frankfurt, Germany|Research Site, Görlitz, Germany|Research Site, Hamburg, Germany|Research Site, Lübeck, Germany|Research Site, Magdeburg, Germany|Research Site, Saint Laurent, QC, Hungary|Research Site, Balatonfüred, Hungary|Research Site, Békéscsaba, Hungary|Research Site, Dunaújváros, Hungary|Research Site, Eger, Hungary|Research Site, Gyula, Hungary|Research Site, Kaposvár, Hungary|Research Site, Nyíregyháza, Hungary|Research Site, Szekszárd, Hungary|Research Site, Szigetvár, Hungary|Research Site, Zalaegerszeg, Hungary|Research Site, Brentwood, TN, Latvia|Research Site, Daugavpils, Latvia|Research Site, Jelgava, Latvia|Research Site, Jēkabpils, Latvia|Research Site, Limbaži, Latvia|Research Site, Riga, Latvia|Research Site, Talsi, Latvia|Research Site, Valmiera, Latvia|Research Site, Brentwood, TN, Lithuania|Research Site, Kaunas, Lithuania|Research Site, Aguascalientes, Aguascalientes, Mexico|Research Site, Zapopan, Jalisco, Mexico|Research Site, Monterrey, Mexico, Mexico|Research Site, Cuernavaca, Morelos, Mexico|Research Site, Monterrey, Nuevo León, Mexico|Research Site, Brentwood, TN, Mexico|Research Site, Meridas, Yucatán, Mexico|Research Site, Mérida, Yucatán, Mexico|Research Site, Chiuahua, Mexico|Research Site, San Luis Potosí City, Mexico|Research Site, Lima, Lima Province, Peru|Research Site, Brentwood, TN, Peru|Research Site, Callao, Peru|Research Site, Lambayeque, Peru|Research Site, Lima, Peru|Research Site, Piura, Peru|Research Site, Trujillo, Peru|Research Site, Brentwood, TN, Poland|Research Site, Gdansk, Poland|Research Site, Krakow, Poland|Research Site, Kutno, Poland|Research Site, Wroclaw, Poland|Research Site, Alba Iulia, Alba, Romania|Research Site, Tg Mures, Mureș County, Romania|Research Site, Brentwood, TN, Romania|Research Site, Galati, Romania|Research Site, Ploieşti, Romania|Research Site, Sibiu, Romania|Research Site, Timișoara, Romania|Research Site, Brentwood, TN, Sweden|Research Site, Huddinge, Sweden|Research Site, Lund, Sweden|Research Site, Paignton, Devon, United Kingdom|Research Site, Liverpool, Merseyside, United Kingdom|Research Site, Saint Laurent, QC, United Kingdom|Research Site, Cardiff, United Kingdom|Research Site, Chorley, United Kingdom|Research Site, Glasgow, United Kingdom|Research Site, Stevenage, United Kingdom|Research Site, West Bromwich, United Kingdom|Research Site, West Lothian, United Kingdom"
NCT01546844,Mobile Health Technology as an Intervention for Diabetes Self-Management,UNKNOWN,Type II Diabetes Mellitus,OTHER: Participation in Care4Life,HealthInsight,Center for Technology and Aging|Voxiva,ALL,"ADULT, OLDER_ADULT",NA,500,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: HEALTH_SERVICES_RESEARCH,2012-03,2012-12,2013-02,07-03-2012,05-09-2012,"Coalville Health Center, Coalville, Utah, 84017, United States|Pioneer Comprehensive Medical, Draper, Utah, 84020, United States|Holladay Family Practice, Holladay, Utah, 84117, United States|Olympus Clinic, Holladay, Utah, 84117, United States|Exodus Healthcare - Main Office - Magna, Magna, Utah, 84044, United States|Community Health Centers Inc. - 72nd Street Clinic, Midvale, Utah, 84115, United States|Park City Healthcare, Inc., Park City, Utah, 84068, United States|Riverton Family Health Center, Riverton, Utah, 84065, United States|Granger Medical-Riverton, Riverton, Utah, 84096, United States|Wasatch Homeless Health Care - 4th Street Clinic, Salt Lake City, Utah, 84101, United States|Alpine Internal Medicine, Salt Lake City, Utah, 84102, United States|HealthInsight, Salt Lake City, Utah, 84107, United States|Central City Community Health Center Health First Family Medicine, Salt Lake City, Utah, 84111, United States|Evolutionary Healthcare, Llc, Salt Lake City, Utah, 84111, United States|Health Clinic Of Utah - SLC, Salt Lake City, Utah, 84115, United States|Stephen D. Ratcliffe Community Health Center, Salt Lake City, Utah, 84116, United States|Jordan Ridge Family Medicine, Salt Lake City, Utah, 84123, United States|Utah Healthcare Institute - St. Mark's Family Medicine, Salt Lake City, Utah, 84124, United States|Utah Physicians Care Centers - St Mark's Internal Medicine, Salt Lake City, Utah, 84124, United States|Wasatch Internal Medicine, Salt Lake City, Utah, 84124, United States|Barbara E. Rizzardi, M.D., Sandy City, Utah, 84093, United States|Copperview Medical Center, Llc, South Jordan, Utah, 84095, United States|Community Health Centers Inc. - Oquirrh View, Taylorsville, Utah, 84118, United States|Advanced Practice Medical Clinic, Tooele, Utah, 84074, United States|Valley Family Medicine, Tooele, Utah, 84074, United States|Granger Medical - Jordan Medical Arts, West Jordan, Utah, 84088, United States|Jordan Meadows Medical Center, West Jordan, Utah, 84088, United States|Granger Medical Clinic Inc. - Main Office, West Valley City, Utah, 84120, United States|Kathryn Allen, MD, West Valley City, Utah, 84120, United States|West Valley Family And Preventive Medicine, West Valley City, Utah, 84120, United States"
NCT05028140,Efficacy and Safety of Piemonte Association in the Treatment of Type II Diabetes Mellitus,RECRUITING,Type II Diabetes,DRUG: PIEMONTE|OTHER: PIEMONTE PLACEBO|DRUG: EMPAGLIFLOZIN|OTHER: PLACEBO EMPAGLIFLOZIN|DRUG: PIOGLITAZONE|OTHER: PLACEBO PIOGLITAZONE,EMS,,ALL,"ADULT, OLDER_ADULT",PHASE3,480,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",08-10-2024,2026-07,2027-09,31-08-2021,08-12-2025,"EMS, Hortolândia, São Paulo, Brazil"
NCT03084965,Retrospective Study of Patients With Type 2 Diabetes Mellitus on Dapagliflozin Therapy in Taiwan,COMPLETED,Type II Diabetes Mellitus,,AstraZeneca,,ALL,"CHILD, ADULT, OLDER_ADULT",,1987,INDUSTRY,OBSERVATIONAL,Observational Model: OTHER | Time Perspective: RETROSPECTIVE,12-05-2017,02-03-2018,02-03-2018,21-03-2017,26-02-2019,"Research Site, Changhua, Taiwan|Research Site, Chiayi City, Taiwan|Research Site, Kaohsiung City, Taiwan|Research Site, New Taipei City, Taiwan|Research Site, Taichung, Taiwan|Research Site, Tainan, Taiwan|Research Site, Taipei, Taiwan|Research Site, Taoyuan, Taiwan"
NCT03059719,Clinical Trial for PB-119 in Subjects With Type 2 Diabetes Mellitus,COMPLETED,Type II Diabetes Mellitus,BIOLOGICAL: Exenatide injection(Byetta)|BIOLOGICAL: PB-119 injection,"PegBio Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1,36,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,08-04-2015,30-09-2016,27-10-2016,23-02-2017,23-02-2017,"No.1 Hospital of Peking University, Beijing, Beijing Municipality, 100191, China"
NCT02749435,A Study to Evaluate the Effect of a Digital Disease Management Tool in Patients With Type 2 Diabetes Mellitus,TERMINATED,Type II Diabetes Mellitus,OTHER: Use of digital disease management tool in participants with T2DM,AstraZeneca,Parexel,ALL,"ADULT, OLDER_ADULT",,57,INDUSTRY,OBSERVATIONAL,Observational Model: OTHER | Time Perspective: OTHER,03-05-2016,13-10-2016,13-10-2016,25-04-2016,16-10-2017,"Research Site, Dundee, Angus, United Kingdom|Research Site, Cardiff, Cardiff [Caerdydd Gb-crd], United Kingdom|Research Site, Muirhead, Dundee City, United Kingdom|Research Site, Flintshire, Flintshire [Sir Y Fflint Gb-ff, United Kingdom|Research Site, London, Harrow, United Kingdom|Research Site, Manchester, Lancashire, United Kingdom|Research Site, Oldham, Manchester, United Kingdom|Research Site, Mid Glamorgan, Mid Glamorgan, United Kingdom|Research Site, Bonnyrigg, Midlothian, United Kingdom|Research Site, Edinburgh, Midlothian, United Kingdom|Research Site, Fife, United Kingdom|Research Site, Leicester, United Kingdom|Research Site, London, United Kingdom|Research Site, Stockport, United Kingdom"
NCT07355738,Bioequivalence Study of GZR18 Injection Before and After CMC Change,RECRUITING,Obesity&T2D,DRUG: GZR18 injection A|DRUG: GZR18 injection B,Gan & Lee Pharmaceuticals.,,MALE,ADULT,PHASE1,138,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: OTHER,09-01-2026,20-05-2026,20-05-2026,21-01-2026,22-01-2026,"The Second Affiliated Hospital of Soochow University, Suzhou, Suzhou, China"
NCT01671189,Automated SMS-Based Appointment Validation Tool,UNKNOWN,Diabetes Mellitus Type 2|Adult-onset Diabetes,OTHER: SMS Reminder Software Tool,Medic Mobile,San Mateo Medical Center,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,300,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: PREVENTION,2012-10,2013-10,2013-12,23-08-2012,23-08-2012,"San Mateo Medical Center, San Mateo, California, 94403, United States"
NCT00995787,Safety and Tolerability of AZD1656 in Type 2 Diabetes Mellitus (T2DM) Patients Treated With Metformin and Sulfonylurea,COMPLETED,Type II Diabetes Mellitus,DRUG: AZD1656|DRUG: Placebo,AstraZeneca,,ALL,"ADULT, OLDER_ADULT",PHASE1,75,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: SINGLE_GROUP | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,2009-10,2010-02,2010-02,15-10-2009,26-02-2010,"Research Site, San Diego, California, United States"
NCT07385547,Study to Evaluate if Exposure to Drug is Impacted in Participants With Renal Insufficiency,RECRUITING,Type II Diabetes Mellitus,DRUG: GL0034,Sun Pharmaceutical Industries Limited,,ALL,"ADULT, OLDER_ADULT",PHASE1,40,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,25-02-2026,2026-09,27-09-2026,04-02-2026,13-03-2026,"Syneos Miami, Miami, Florida, 33136, United States|Panax Clinical Research, Miami Lakes, Florida, 33014, United States|Orlando Clinical Research Center (OCRC), Orlando, Florida, 32809, United States"
NCT04092738,"´Sit Less, Move More' at Work: mHealth Intervention on Office Employees With Diabetes Type 2.",UNKNOWN,"Diabetes Mellitus, Type II",BEHAVIORAL: Walk@WorkApp-Diab,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina,Instituto de Salud Carlos III|Consorci Hospitalari de Vic|Institut Català de la Salut|University of Vic - Central University of Catalonia|Puerta de Hierro University Hospital,ALL,"ADULT, OLDER_ADULT",NA,368,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,04-03-2019,2020-01,2021-09,17-09-2019,17-09-2019,"IDIAP Jordi Gol, Barcelona, 08007, Spain"
NCT03047486,Smartguard Use in Real Life : a Longitudinal Study in Patients With Type 1 Diabetes,COMPLETED,Type 1 Diabetes Mellitus Maturity Onset,,"University Hospital, Caen",,ALL,"ADULT, OLDER_ADULT",,30,OTHER,OBSERVATIONAL,Observational Model: COHORT | Time Perspective: PROSPECTIVE,01-02-2017,01-01-2018,01-01-2018,09-02-2017,02-04-2026,"Endocrinology Unit and Clinical Research Center Basse Normandie, University Hospital of Caen, Caen, 14000, France"
NCT00554697,Diabetes Mellitus Type II and Tissue Oxygenation,TERMINATED,"Diabetes Mellitus, Type II",,The Cleveland Clinic,,ALL,"ADULT, OLDER_ADULT",,60,OTHER,OBSERVATIONAL,Observational Model: COHORT | Time Perspective: PROSPECTIVE,2007-11,2008-11,2008-11,07-11-2007,16-03-2017,
NCT05364476,Development and Exploration of the Effectiveness and Feasbility of a Digital Intervention for Type 2 Diabetes Mellitus,COMPLETED,"Diabetes Mellitus, Type II",BEHAVIORAL: 16 weeks digital intervention,EVYD Technology,Raja Isteri Pengiran Anak Saleha Hospital,ALL,"ADULT, OLDER_ADULT",NA,122,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,11-04-2022,28-04-2023,28-04-2023,06-05-2022,28-07-2023,"EVYD Technology Limited, Singapore, 078994, Singapore"
NCT06652971,A Clinical Trial to Evaluate the Food Effect of CKD-379,COMPLETED,Type II Diabetes Mellitus,DRUG: CKD-379,Chong Kun Dang Pharmaceutical,,ALL,ADULT,PHASE1,30,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,05-11-2024,04-12-2024,17-12-2024,22-10-2024,30-12-2024,"Bumin Hospital, Gangseo-gu, Seoul, 07590, South Korea"
NCT07361341,Culturally Tailored Program for Food-Insecure Adults: SPICE-D,RECRUITING,Type 2 Diabetes Mellitus (T2D),OTHER: Food Bundle Intervention,Wake Forest University Health Sciences,,ALL,"ADULT, OLDER_ADULT",NA,25,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: SUPPORTIVE_CARE,01-04-2026,2026-10,2026-10,23-01-2026,26-05-2026,"Wake Forest University Health Sciences, Winston-Salem, North Carolina, 27157, United States"
